,BP_mmHg_Avg,WS_ms_S_WVT,WindDir_D1_WVT,WindDir_SD1_WVT,Rain_mm_Tot,AirTC_Avg,RH,SlrW_Avg,SlrMJ_Tot,UV_Avg,min_BP_mmHg_Avg,min_WS_ms_S_WVT,min_WindDir_D1_WVT,min_WindDir_SD1_WVT,min_Rain_mm_Tot,min_AirTC_Avg,min_RH,min_SlrW_Avg,min_SlrMJ_Tot,min_UV_Avg,max_BP_mmHg_Avg,max_WS_ms_S_WVT,max_WindDir_D1_WVT,max_WindDir_SD1_WVT,max_Rain_mm_Tot,max_AirTC_Avg,max_RH,max_SlrW_Avg,max_SlrMJ_Tot,max_UV_Avg
2017-10-07,757.2263888888884,4.813861111111111,201.79284722222218,24.866805555555562,0.0,11.085409722222224,46.591458333333364,178.52885416666666,0.5355924819444446,29.341381944444453,754.2,0.2,10.01,13.01,0.0,1.286,28.21,0.0,0.0,-0.001,760.8,9.48,318.5,90.2,0.0,17.23,82.4,612.4,1.837084,114.3
2017-10-08,758.8638888888887,1.707340277777777,157.97505555555546,29.075763888888886,0.01411111111111111,4.715076388888887,65.0240277777778,125.2251388888889,0.3756756772916666,25.94708333333335,755.2,0.17,0.226,11.07,0.0,0.012,24.69,0.0,0.0,-0.001,765.0,4.155,355.7,87.2,1.016,10.95,94.7,587.0,1.760873,138.0
2017-10-09,767.1763888888887,1.3061597222222228,155.1072291666666,28.72052777777778,0.0,3.105958333333332,57.44201388888889,180.28212500000006,0.5408421691319443,29.07438888888889,765.0,0.151,4.405,6.09,0.0,-4.28,28.45,0.0,0.0,-0.001,768.3,2.9139999999999997,354.2,77.23,0.0,10.23,85.7,625.6,1.8767009999999997,114.3
2017-10-10,764.2284722222217,1.5034027777777776,118.69377083333335,23.318847222222203,0.0,4.815208333333334,54.32763888888889,149.7082569444445,0.44912979134027764,24.950958333333332,760.4,0.23800000000000002,0.9159999999999999,4.506,0.0,-3.762,25.95,0.0,0.0,-0.001,767.7,3.865,357.0,76.96,0.0,14.08,86.0,710.9,2.132791,118.9
2017-10-11,758.4993055555555,2.3353958333333336,141.15078472222223,22.113124999999997,0.0,6.905722222222222,48.62173611111109,155.47915972222222,0.46643575459722225,23.382388888888883,757.2,0.731,1.133,9.29,0.0,-2.097,20.51,0.0,0.0,-0.001,760.7,5.443,324.9,39.01,0.0,16.22,81.1,689.2,2.0676900000000002,103.1
2017-10-12,761.7958333333329,4.554229166666669,192.40277777777777,20.887916666666673,0.0,4.596659722222221,45.52916666666664,169.49752083333334,0.5084967639236109,27.30486805555556,758.4,1.242,131.2,12.63,0.0,0.6509999999999999,30.29,0.0,0.0,-0.001,763.6,7.186,225.5,32.78,0.0,7.943,66.48,607.4,1.822055,109.8
2017-10-13,761.3291666666664,3.8883750000000012,199.4380694444445,22.567986111111097,0.0,4.509569444444445,44.83798611111112,115.92480555555552,0.3477690788194445,21.331055555555547,760.3,0.501,0.8420000000000001,11.54,0.0,-1.76,29.94,0.0,0.0,-0.001,762.3,6.9510000000000005,342.1,52.77,0.0,9.82,74.41,676.8,2.030514,117.5
2017-10-14,767.922916666666,3.338743055555556,221.60555555555558,20.44638888888889,0.008819444444444444,1.367902777777778,71.05826388888887,163.6895763888889,0.49106342670833303,28.681923611111124,760.7,0.754,138.2,11.58,0.0,-1.083,44.39,0.0,0.0,-0.015,772.0,5.827000000000001,346.5,33.43,0.508,4.3260000000000005,96.6,626.0,1.87795,115.4
2017-10-15,771.3104166666673,0.9909791666666669,105.38100000000003,30.194166666666668,0.0,2.9801180555555553,57.99173611111107,164.6146041666667,0.49384024447222213,27.088673611111115,769.0,0.016,1.07,7.03,0.0,-5.715,25.28,0.0,0.0,-0.001,773.2,2.385,356.2,80.7,0.0,13.08,89.6,586.0,1.757943,109.2
2017-10-16,768.3243055555557,1.2591111111111106,128.70938194444446,24.56791666666666,0.0,5.059999999999998,56.23083333333334,156.43661111111112,0.46931897396527766,26.18059027777777,767.0,0.308,1.217,9.79,0.0,-2.8289999999999997,18.85,0.0,0.0,-0.001,769.6,2.8789999999999996,355.3,69.32,0.0,15.37,88.9,586.5,1.7594330000000002,107.8
2017-10-17,764.5902777777778,2.020298611111111,135.24453472222217,23.128263888888892,0.0,7.648631944444443,49.753472222222214,152.87989583333328,0.4586347363958333,25.25824999999999,761.4,0.281,0.073,10.13,0.0,-2.951,17.66,0.0,0.0,-0.001,767.5,5.025,351.4,67.21,0.0,18.77,84.5,646.5,1.939381,112.5
2017-10-18,762.9673611111109,3.075333333333335,169.81583333333336,22.652291666666674,0.0,11.165680555555554,35.92569444444443,154.17767361111106,0.4625319578611112,25.17464583333333,761.4,0.287,12.43,9.98,0.0,-0.8190000000000001,22.29,0.0,0.0,-0.001,764.6,5.686,337.4,62.63,0.0,18.43,71.3,575.8,1.727252,103.7
2017-10-19,758.2729166666667,2.1089027777777773,126.60450000000002,24.078263888888884,0.0,10.547687499999999,41.07854166666666,157.1790208333333,0.47153671777777784,24.875208333333326,753.4,0.361,4.808,9.79,0.0,-1.1059999999999999,13.35,0.0,0.0,-0.001,761.4,5.461,354.7,62.67,0.0,21.2,78.04,567.2,1.701654,101.2
2017-10-20,752.8569444444443,3.622409722222222,157.8517361111112,24.482569444444454,0.01940277777777778,5.754847222222223,62.23145833333332,53.31982638888889,0.15995552379166667,11.551006944444445,749.0,0.09,18.97,8.49,0.0,0.309,18.78,0.0,0.0,-0.015,758.0,10.96,357.8,79.26,0.254,13.51,94.8,489.1,1.467171,92.2
2017-10-21,762.4236111111109,4.176305555555554,199.00902777777785,18.97534722222222,0.007055555555555555,2.3357430555555556,69.9002777777778,83.33027777777778,0.2499900470277778,19.127993055555574,758.1,2.648,152.8,11.29,0.0,-0.469,44.33,0.0,0.0,-0.011000000000000001,765.8,6.522,228.8,31.19,0.254,5.525,90.4,518.0,1.554087,99.6
2017-10-22,765.0402777777776,5.418736111111112,197.14444444444436,19.104236111111117,0.010583333333333333,8.463263888888891,64.0839583333333,75.65123611111113,0.22695438052083342,17.596201388888886,763.8,1.232,153.6,11.35,0.0,0.84,46.81,0.0,0.0,-0.005,767.8,8.9,237.9,40.16,0.254,13.31,93.3,542.3,1.6269120000000001,99.8
2017-10-23,772.6340277777779,1.5790902777777776,174.31027777777774,28.345763888888897,0.0,6.992666666666672,64.67923611111114,110.80827083333334,0.33242473207638895,19.459555555555557,767.7,0.214,8.27,10.91,0.0,0.9279999999999999,37.15,0.0,0.0,0.0,775.2,3.727,359.3,80.8,0.0,12.79,95.3,545.8,1.637294,95.6
2017-10-24,774.0118055555562,1.0136041666666662,123.14144444444446,28.347055555555563,0.0,4.99159722222222,65.9255555555555,146.31429861111116,0.43894346892361114,21.661027777777775,771.0,0.16399999999999998,2.2840000000000003,5.27,0.0,-3.428,34.13,0.0,0.0,-0.001,776.0,2.582,357.8,96.4,0.0,15.1,92.6,539.2,1.61747,90.1
2017-10-25,764.9381944444445,1.5794027777777775,134.26413888888888,25.41604166666666,0.0,6.485402777777779,59.9184027777778,144.93218055555562,0.4347994411527777,21.00824999999999,760.4,0.128,2.0140000000000002,8.32,0.0,-3.096,27.52,0.0,0.0,-0.001,771.0,6.0,354.0,72.92,0.0,16.55,93.5,536.8,1.610494,87.9
2017-10-26,764.3125000000002,2.8456666666666663,94.15922222222223,24.107291666666654,0.0,7.389347222222224,45.800763888888895,144.02577083333333,0.43207049590277774,21.21697222222221,760.7,0.636,0.267,10.44,0.0,0.26899999999999996,26.51,0.0,0.0,-0.001,766.3,7.51,359.7,45.48,0.0,11.7,73.75,534.3,1.602822,89.3
2017-10-27,766.0076388888891,0.8918333333333336,144.57746527777778,27.312333333333335,0.0,4.768854166666668,52.3575,136.55535416666666,0.40967244945138886,20.403701388888887,765.1,0.0,0.0,0.0,0.0,-4.81,24.68,0.0,0.0,-0.001,767.1,2.4,360.0,88.3,0.0,14.96,84.2,512.2,1.536543,86.0
2017-10-28,764.6652777777783,1.02575,130.80321527777775,27.43195138888889,0.0,6.763277777777779,59.34930555555554,137.37972222222217,0.41214537729166656,20.081020833333337,762.5,0.107,3.514,1.153,0.0,-2.592,34.73,0.0,0.0,-0.001,766.4,2.714,354.2,85.6,0.0,16.9,86.9,516.0,1.547994,85.2
2017-10-29,760.9173611111105,1.8961249999999998,100.51775694444443,22.00985416666667,0.0,5.655597222222219,64.05847222222222,120.12534027777772,0.3603785009375001,19.03439583333332,759.0,0.063,4.074,2.569,0.0,-1.906,35.6,0.0,0.0,-0.001,762.5,5.901,358.3,72.07,0.0,15.55,89.6,507.9,1.523725,83.7
2017-10-30,761.5937499999997,3.580916666666665,74.80111805555558,26.446458333333343,0.0,3.145673611111112,36.315347222222215,133.18761111111112,0.3995717559027777,19.531819444444437,758.9,0.47600000000000003,1.013,12.45,0.0,-2.116,24.8,0.0,0.0,-0.001,764.0,6.67,358.8,46.27,0.0,10.78,50.34,515.8,1.5473059999999998,83.5
2017-10-31,758.9673611111114,3.088854166666666,163.2486458333333,17.83478472222221,0.0,0.9103611111111122,54.74826388888888,94.34163194444442,0.2830223179444445,16.11600694444445,754.2,0.03,2.075,1.486,0.0,-7.891,30.39,0.0,0.0,-0.001,761.4,6.711,323.0,50.62,0.0,6.965,84.2,415.5,1.246527,71.15
2017-11-01,752.3375000000001,4.603583333333334,206.86365277777782,23.946319444444438,0.0,7.9659374999999955,39.63555555555555,57.66777777777778,0.17300176139583326,10.86607638888889,749.1,0.612,5.456,14.4,0.0,5.797000000000001,26.86,0.0,0.0,-0.001,754.9,7.756,353.4,78.53,0.0,12.92,62.99,546.9,1.640824,84.4
2017-11-02,756.4701388888889,2.6384652777777786,172.92319444444445,20.715138888888873,0.0,6.502861111111112,63.44006944444444,40.95784722222222,0.12287199526388888,8.15332638888889,754.5,0.715,60.28,11.35,0.0,3.0180000000000002,40.3,0.0,0.0,-0.006999999999999999,757.9,4.845,232.5,41.44,0.0,11.4,85.9,362.8,1.088449,59.64
2017-11-03,756.5423611111105,4.4706319444444444,188.9590277777778,18.844166666666673,0.0017638888888888888,8.266513888888888,59.95166666666665,32.04043055555556,0.09612513250694443,6.293388888888889,755.5,2.5,157.9,11.19,0.0,6.625,43.86,0.0,0.0,-0.001,757.5,7.5920000000000005,213.6,27.98,0.254,9.79,78.28,225.6,0.6768828,42.36
2017-11-04,756.5111111111112,4.979076388888889,208.41597222222236,17.203472222222228,0.021166666666666667,1.767638888888889,86.36708333333334,38.15215972222223,0.11445298677083333,8.969888888888889,755.3,3.0860000000000003,195.0,11.48,0.0,-1.2429999999999999,63.54,0.0,0.0,-0.002,757.8,7.412999999999999,220.0,27.94,0.254,7.898,95.3,260.6,0.7817636,50.1
2017-11-05,758.1520833333324,3.777465277777777,202.55569444444438,19.86694444444444,0.0,0.5759652777777778,70.40465277777777,121.90290277777775,0.36570864820138893,19.304291666666675,757.4,0.133,11.67,10.57,0.0,-4.133,45.74,0.0,0.0,-0.002,758.7,6.244,329.3,42.8,0.0,4.551,92.3,587.4,1.762302,90.4
2017-11-06,761.4361111111112,2.908798611111112,173.3839652777778,23.41951388888889,0.0,-0.15392361111111122,83.37263888888884,38.37181944444444,0.11511678963888888,8.423069444444439,758.3,0.409,1.2009999999999998,9.73,0.0,-2.8510000000000004,59.5,0.0,0.0,0.001,765.7,6.058,342.9,57.28,0.0,2.7489999999999997,94.2,251.7,0.7550458999999999,51.88
2017-11-07,767.408333333333,1.2528125000000003,78.3238888888889,25.622638888888883,0.021166666666666667,-2.443500000000001,74.7429861111111,115.49889583333336,0.3464986966666668,18.26300694444444,765.7,0.049,8.91,8.31,0.0,-6.4110000000000005,44.28,0.0,0.0,0.0,768.6,2.573,353.7,77.6,1.016,4.092,93.6,506.1,1.51835,79.53
2017-11-08,765.6055555555556,1.2982847222222225,60.16169444444443,23.201874999999998,0.0,-2.7409166666666662,72.56694444444443,63.84685416666668,0.19153885668749998,12.041159722222226,763.6,0.423,2.7,10.87,0.0,-7.01,47.3,0.0,0.0,0.0,767.6,3.03,359.6,46.52,0.0,1.484,89.1,330.1,0.9903430000000001,58.6
2017-11-09,760.6736111111111,1.7408263888888884,127.99944444444446,23.885208333333345,0.0,3.9250347222222217,61.57576388888893,69.3839375,0.2081536242569445,11.810687499999998,758.9,0.254,16.31,9.82,0.0,-1.469,32.81,0.0,0.0,0.0,763.6,5.103,359.3,78.56,0.0,11.38,85.4,492.8,1.4785409999999999,74.23
2017-11-10,759.2048611111105,3.519131944444446,191.47361111111104,19.457500000000007,0.0,6.43246527777778,63.017152777777795,109.09531944444441,0.32728480874305554,16.492625000000004,758.5,1.354,151.0,11.05,0.0,2.302,41.96,0.0,0.0,0.0,760.1,6.377000000000001,229.2,29.71,0.0,10.38,83.5,458.9,1.376594,73.53
2017-11-11,763.2034722222219,2.828819444444443,196.41673611111125,23.72166666666668,0.0017638888888888888,3.4526874999999997,73.74312499999996,62.175493055555584,0.18652309783333332,11.512499999999998,758.5,0.14800000000000002,68.71,9.66,0.0,-0.43200000000000005,53.02,0.0,0.0,-0.004,766.0,5.715,351.9,81.2,0.254,7.105,88.3,474.9,1.42467,61.47
2017-11-12,764.8305555555557,1.1981249999999999,72.78544444444442,24.145763888888908,0.0,1.778701388888888,70.00555555555553,93.62195833333332,0.2808678379930557,14.626506944444442,762.9,0.263,6.207999999999999,9.88,0.0,-5.372000000000001,40.57,0.0,0.0,-0.001,766.3,2.325,359.0,72.55,0.0,9.88,91.8,443.2,1.329501,69.37
2017-11-13,762.6166666666672,2.038152777777778,138.09034722222225,22.59423611111111,0.0,5.598159722222223,56.78902777777777,93.18193750000003,0.2795446910833333,13.989055555555554,761.1,0.298,8.74,10.38,0.0,-2.678,26.8,0.0,0.0,-0.001,764.0,4.734,359.3,88.2,0.0,13.94,91.1,533.3,1.599952,72.66
2017-11-14,762.577083333333,4.3695763888888886,199.73055555555564,20.443402777777777,0.0,5.677993055555555,54.276805555555555,70.05400694444444,0.21015440052083337,10.751083333333336,760.0,1.932,148.1,12.23,0.0,0.871,36.0,0.0,0.0,-0.001,765.7,7.847,286.9,42.7,0.0,9.04,74.46,470.5,1.411462,67.06
2017-11-15,761.6631944444445,1.959416666666667,128.23759027777783,22.531111111111112,0.01411111111111111,2.020736111111111,62.00319444444444,63.51979166666667,0.19056254002777784,11.38945833333333,757.2,0.46299999999999997,6.452999999999999,9.47,0.0,-5.0760000000000005,41.55,0.0,0.0,-0.001,765.4,4.815,344.4,59.2,0.508,8.28,88.0,458.2,1.3745180000000001,68.68
2017-11-16,754.2173611111109,4.458131944444444,192.99305555555551,22.249444444444443,0.05644444444444441,5.355090277777777,83.70236111111109,18.702972222222215,0.05611090380555556,5.206006944444444,752.9,0.73,140.9,11.43,0.0,2.668,63.76,0.0,0.0,-0.006,757.0,7.127000000000001,289.2,36.89,0.762,8.34,92.3,179.6,0.5387028,42.92
2017-11-17,756.995138888889,3.1519375000000003,231.7795833333334,22.51180555555557,0.007055555555555555,1.3940624999999998,76.2077083333333,31.955847222222214,0.09586788095138889,6.867208333333328,753.5,0.466,79.36,8.61,0.0,-2.028,43.39,0.0,0.0,0.0,765.2,6.442,331.3,67.41,0.254,3.52,93.1,229.3,0.6877748,44.38
2017-11-18,768.2963768115948,3.2550144927536238,179.21811594202893,18.29557971014494,0.0,-1.5675869565217395,69.95297101449273,88.37979710144931,0.2649751161304348,15.023818840579713,765.4,0.611,120.6,10.74,0.0,-3.847,50.91,0.0,0.0,0.0,770.1,5.282,224.9,30.3,0.0,2.108,82.7,414.0,1.2418790000000002,71.26
2017-11-19,764.833333333333,1.155275362318841,89.27730434782609,26.754137681159428,0.0,-1.56644927536232,70.47065217391305,98.42889130434783,0.29479707317391296,15.595594202898544,761.2,0.27399999999999997,5.196000000000001,7.9910000000000005,0.0,-6.7989999999999995,43.48,0.0,0.0,-0.001,768.0,3.81,359.6,86.0,0.0,4.435,87.9,481.7,1.4452399999999999,71.92
2017-11-20,760.66962962963,1.8660444444444444,140.1557777777777,23.53153333333332,0.003762962962962963,0.8081703703703698,76.9517037037037,18.04076296296296,0.054123177607407404,4.258948148148145,759.7,0.051,10.28,0.5870000000000001,0.0,-2.835,58.65,0.0,0.0,-0.001,761.3,5.555,359.9,57.77,0.254,4.627,89.8,91.8,0.27554470000000003,20.85
2017-11-22,768.8339285714284,1.1952500000000004,155.24233928571428,27.498571428571434,0.0,8.726535714285715,81.06107142857142,121.88021428571426,0.3404626300535716,24.450874999999993,767.9,0.284,3.681,11.48,0.0,5.147,64.44,0.0,0.0,0.001,769.6,1.834,353.0,80.1,0.0,12.16,95.8,279.0,0.9529369000000001,55.89
2017-11-23,760.5506666666665,5.208506666666668,214.192,18.714533333333332,0.0,12.379733333333336,60.859999999999985,108.61804000000001,0.3131907432666667,19.134519999999984,757.6,0.504,193.4,11.75,0.0,9.2,48.38,0.0,0.0,0.001,763.9,7.651,328.6,47.42,0.0,15.43,76.84,438.0,1.31405,66.69
2017-11-24,761.5231707317076,4.298012195121951,190.34512195121945,17.74134146341464,0.0,6.857987804878047,75.90939024390242,99.33585365853658,0.2858503126707317,18.822414634146327,757.6,2.333,157.3,10.81,0.0,4.006,57.57,0.0,0.0,0.001,763.5,6.9239999999999995,221.8,29.39,0.0,11.37,87.0,451.1,1.353194,63.96
2017-11-25,765.4476562499999,1.9045234375000002,98.90378125000002,20.29031249999999,0.0,4.0747265624999995,71.00367187499997,70.48294531249998,0.21091647323437498,12.565437499999996,763.4,0.11,6.476,9.6,0.0,-1.575,57.51,0.0,0.0,0.0,766.8,5.349,346.7,63.66,0.0,6.667000000000001,86.9,441.8,1.3254920000000001,68.98
2017-11-26,761.7493055555559,1.118666666666667,89.98580555555554,25.68911805555554,0.0,4.967111111111113,73.2118055555556,56.25020833333334,0.1687538809305556,10.7675625,756.9,0.053,0.036000000000000004,5.18,0.0,-0.802,44.87,0.0,0.0,0.0,765.5,2.407,358.1,78.02,0.0,12.87,92.7,431.3,1.294,67.78
2017-11-27,756.3631944444448,2.1892291666666672,185.1899305555554,23.821805555555546,0.03880555555555555,4.995270833333331,76.76777777777777,11.339430555555559,0.03401917880555556,3.322277777777778,752.7,0.299,10.33,9.99,0.0,-0.37799999999999995,51.87,0.0,0.0,-0.002,762.1,5.723,334.5,70.81,0.762,10.56,94.8,82.0,0.2460151,22.91
2017-11-28,764.4333333333334,1.6759444444444445,116.09722222222224,20.547499999999996,0.0,-0.8864236111111109,83.4541666666667,62.378020833333345,0.18712715723611106,11.059680555555557,761.7,0.013000000000000001,9.21,0.43,0.0,-4.015,66.94,0.0,0.0,-0.001,766.9,3.7,308.2,60.26,0.0,2.174,94.6,427.2,1.281521,64.6
2017-11-29,765.7375,2.5764513888888896,188.5790277777778,20.991041666666675,0.0,0.1300624999999998,76.4729166666667,75.00309027777779,0.22500779953472222,12.124791666666663,761.0,0.20600000000000002,7.34,9.72,0.0,-3.8930000000000002,64.32,0.0,0.0,-0.001,768.5,6.017,282.1,79.19,0.0,2.605,93.5,401.4,1.204129,63.71
2017-11-30,765.5604166666667,0.8718541666666667,92.50779166666668,22.308319444444436,0.0,-3.1463888888888887,81.04458333333335,60.14992361111112,0.18045136877083337,11.041270833333328,763.0,0.003,1.95,0.126,0.0,-8.18,64.32,0.0,0.0,0.0,768.0,1.932,354.8,70.33,0.0,0.5660000000000001,94.3,403.7,1.2111450000000001,63.35
2017-12-01,763.7562499999996,1.7200416666666667,179.5154166666665,20.221875000000004,0.010583333333333333,-0.5758333333333336,88.39819444444447,35.37735416666666,0.10613232611805556,8.72844444444444,762.3,0.449,13.66,8.39,0.0,-1.9240000000000002,77.67,0.0,0.0,0.0,765.1,3.279,300.1,49.17,0.508,1.082,95.5,277.8,0.8334779,59.01
2017-12-02,760.8909722222222,0.9343749999999995,104.96947916666666,21.656770833333322,0.0,0.9357708333333336,78.76763888888894,64.42611805555555,0.19327083031249997,12.634090277777773,757.3,0.073,0.8170000000000001,4.102,0.0,-2.226,57.86,0.0,0.0,0.0,762.8,2.197,359.9,64.24,0.0,5.056,90.4,448.1,1.344172,66.7
2017-12-03,754.0180555555559,2.7535000000000003,178.5773888888888,24.18435416666666,0.0035277777777777777,1.8104513888888891,81.26687499999998,41.58399305555557,0.1247522024305556,6.756159722222228,750.9,0.24100000000000002,2.154,4.587,0.0,-1.945,52.59,0.0,0.0,-0.003,757.4,7.564,358.8,88.1,0.254,9.26,97.5,434.6,1.303835,55.44
2017-12-04,763.5965277777775,3.4537013888888897,226.30833333333328,17.985,0.0017638888888888888,-4.02365277777778,72.64527777777778,97.28586805555555,0.2918553996180557,15.297611111111157,756.7,0.628,165.3,10.67,0.0,-6.481,54.79,0.0,0.0,-0.001,767.5,6.478,325.2,29.61,0.254,-1.493,91.1,573.3,1.719971,85.4
2017-12-05,770.5777777777776,2.2136041666666664,204.58881944444443,22.522499999999994,0.0,-6.416895833333333,87.43840277777775,43.69398611111111,0.13107831656250002,10.73986805555555,767.4,0.308,15.39,8.97,0.0,-7.575,79.13,0.0,0.0,0.0,772.3,6.162000000000001,355.4,67.22,0.0,-5.138999999999999,92.5,293.7,0.8812415000000001,61.34
2017-12-06,773.7506944444445,0.899909722222222,139.70743749999997,23.504451388888896,0.007055555555555555,-7.467020833333336,78.97875000000005,86.8294722222222,0.2604906335625,13.875798611111103,772.4,0.018000000000000002,2.7739999999999996,0.465,0.0,-14.3,48.81,0.0,0.0,0.0,775.0,2.0780000000000003,357.8,60.69,0.254,0.185,94.2,390.4,1.17126,66.22
2017-12-07,774.164583333334,0.9842569444444442,160.5342361111111,26.637777777777774,0.0,-8.506076388888895,86.53263888888888,31.780104166666653,0.09534593186805554,8.06040972222222,773.5,0.026000000000000002,4.794,9.38,0.0,-13.54,78.43,0.0,0.0,0.0,774.9,1.922,356.5,46.98,0.0,-5.186,94.5,175.6,0.5267484,42.67
2017-12-08,774.3458333333333,1.138263888888889,101.27360416666671,22.825083333333325,0.0,-9.27063888888889,89.9138888888889,44.46958333333333,0.1334104173402778,10.324048611111108,773.6,0.078,0.522,7.337000000000001,0.0,-12.74,81.7,0.0,0.0,0.0,775.3,2.478,355.8,78.62,0.0,-7.314,93.8,221.3,0.6639706,46.02
2017-12-09,773.9458333333337,0.6306805555555557,129.79488888888886,23.807493055555543,0.007055555555555555,-9.247548611111107,82.9204861111111,94.10970138888892,0.2823320245277779,13.394506944444444,773.2,0.011000000000000001,0.132,0.044000000000000004,0.0,-15.35,57.99,0.0,0.0,0.0,774.6,2.115,357.5,53.51,0.254,-0.81,93.3,430.5,1.291582,65.63
2017-12-10,773.5159722222224,0.7202708333333333,98.54153472222222,22.58674305555554,0.0,-7.76938888888889,74.58208333333333,84.75516666666671,0.2542668192361111,13.459451388888887,772.4,0.024,0.11199999999999999,0.07,0.0,-14.64,41.11,0.0,0.0,0.0,774.4,1.9609999999999999,358.3,84.5,0.0,3.225,90.8,407.9,1.22366,66.01
2017-12-11,772.5187499999997,0.677076388888889,100.13975,17.6423611111111,0.0,-6.039118055555559,69.818125,85.09971527777776,0.2552960577569444,12.955541666666669,771.5,0.0,0.0,0.0,0.0,-12.89,35.85,0.0,0.0,0.0,773.4,1.5119999999999998,359.1,68.88,0.0,3.67,89.0,367.4,1.102055,60.58
2017-12-12,770.9173611111112,0.7198472222222221,116.86304166666673,21.581166666666665,0.0,-5.748791666666666,70.02458333333334,87.58800694444444,0.26275919762499994,13.142541666666666,768.2,0.013999999999999999,0.027999999999999997,1.26,0.0,-12.79,43.14,0.0,0.0,0.0,772.7,2.289,356.0,77.44,0.0,3.801,89.0,378.7,1.13621,61.64
2017-12-13,766.7708333333333,0.9361736111111115,179.8728125000001,24.690965277777785,0.0,-2.8197152777777763,78.8567361111111,33.610097222222215,0.10083252977083333,7.814597222222222,764.7,0.013000000000000001,0.496,0.345,0.0,-5.1770000000000005,59.24,0.0,0.0,0.0,768.5,2.3080000000000003,359.7,74.66,0.0,-0.235,90.8,209.0,0.6270919,40.93
2017-12-14,769.4916666666664,0.819076388888889,150.38848611111095,29.97465277777778,0.0,-7.575875,93.37291666666665,25.17438194444444,0.07552415433333334,6.443923611111112,767.8,0.184,2.484,8.59,0.0,-10.06,90.8,0.0,0.0,0.0,771.0,2.255,357.6,76.76,0.0,-6.307,95.3,130.5,0.3915611,30.54
2017-12-15,764.6513888888888,0.6396805555555558,142.45895138888883,24.911597222222227,0.0,-6.0686111111111085,91.05833333333335,53.04406944444443,0.15912793882638887,11.610791666666664,759.1,0.017,7.859,4.494,0.0,-10.0,84.0,0.0,0.0,0.0,769.2,1.703,359.2,74.7,0.0,-2.206,93.4,263.1,0.7893155,55.68
2017-12-16,759.1708333333327,2.021680555555556,205.82208333333324,17.53284722222222,0.0,-4.5725833333333314,91.22083333333337,47.013173611111114,0.14103499706944445,11.344784722222219,757.9,0.207,52.47,8.56,0.0,-5.472,85.7,0.0,0.0,0.0,761.8,3.145,288.1,45.25,0.0,-3.72,94.5,234.7,0.7040261999999999,50.86
2017-12-17,763.7965277777773,1.4309930555555554,213.53923611111114,22.14999999999999,0.0,-6.4304305555555565,92.26041666666664,19.824652777777775,0.059475844500000034,4.548104166666673,761.8,0.20800000000000002,29.41,10.26,0.0,-8.91,86.3,0.0,0.0,-0.001,765.1,3.2739999999999996,355.3,46.56,0.0,-5.492000000000001,95.9,93.1,0.2793248,20.92
2017-12-18,763.9909722222224,0.8782777777777775,103.81715277777784,25.12145833333333,0.005291666666666667,-3.564368055555555,84.30284722222223,46.27368749999999,0.13881665784027786,10.401430555555557,763.2,0.079,9.69,11.87,0.0,-6.147,72.55,0.0,0.0,-0.001,764.8,1.992,355.0,63.39,0.254,-0.925,89.5,306.0,0.9179687,61.04
2017-12-19,760.9125,1.048486111111111,131.27865277777784,22.46771527777778,0.008819444444444444,-1.926666666666667,81.31423611111109,38.89954166666664,0.11669479063194446,9.795013888888885,756.8,0.09300000000000001,1.712,7.321000000000001,0.0,-5.399,67.74,0.0,0.0,0.0,763.8,5.355,357.1,76.99,0.254,1.5119999999999998,90.1,209.6,0.6288853,50.29
2017-12-20,755.0131944444446,4.649625000000001,190.64946527777772,20.232430555555545,0.0,-0.39451388888888883,78.39236111111109,32.66454166666666,0.0979906356736111,7.63440972222222,751.9,1.249,5.777,11.77,0.0,-6.372999999999999,57.21,0.0,0.0,0.0,758.7,7.75,352.5,64.95,0.0,4.995,92.1,183.0,0.5489611,41.7
2017-12-21,762.3381944444442,2.141402777777776,114.3905972222222,20.039027777777786,0.0,-9.0525625,70.59090277777779,84.48486805555554,0.2534581132083334,14.005652777777778,758.9,0.19699999999999998,5.646,10.47,0.0,-13.82,41.46,0.0,0.0,0.0,764.5,4.989,356.1,51.09,0.0,-3.07,89.5,380.8,1.1425379999999998,65.8
2017-12-22,761.9729166666671,2.0250000000000004,200.97854861111108,24.995687500000006,0.0017638888888888888,-5.419569444444445,73.43395833333328,40.607083333333335,0.1218193743888889,10.264493055555558,760.1,0.258,3.83,7.0089999999999995,0.0,-8.62,57.17,0.0,0.0,0.0,764.3,5.687,358.8,76.65,0.254,-2.0340000000000003,85.5,182.4,0.5471795,46.05
2017-12-23,761.7625000000003,1.8437500000000004,164.95175000000006,29.580694444444443,0.0,-6.266555555555557,72.77826388888892,46.099298611111095,0.1382985227986111,10.524409722222218,758.9,0.389,0.528,11.0,0.0,-15.86,38.33,0.0,0.0,0.0,767.1,4.492,359.2,87.1,0.0,-2.6889999999999996,91.0,314.7,0.9440626,58.21
2017-12-24,766.290972222222,1.1834791666666662,78.48524999999998,22.056944444444454,0.0,-13.327847222222227,73.46680555555558,67.55587500000001,0.20267106268750004,13.125993055555552,762.8,0.11900000000000001,4.592,8.26,0.0,-21.7,55.42,0.0,0.0,0.0,768.2,2.333,359.7,59.15,0.0,-8.61,87.8,379.1,1.13734,65.0
